,Id,prdtypecode,PAYS_LANGUE,RATIO_LANGUE,ORIGINE_LANGUE,pays_design,Ratio_design,pays_descr,Ratio_descr,design_long,descrip_long,descr_NaN
84173,84173,1560,fr,0.99,Designation,fr,0.99,fr,0.99,70,1001.0,False
84174,84174,2220,fr,0.99,Designation,fr,0.99,fr,0.99,64,985.0,False
84175,84175,10,en,0.99,Designation,en,0.99,,,32,,True
84176,84176,2060,fr,0.99,Designation,fr,0.99,fr,0.99,107,736.0,False
84177,84177,1280,en,0.99,Designation,en,0.99,en,0.99,49,750.0,False
84178,84178,2583,fr,0.99,Description,fr,0.57,fr,0.99,88,1614.0,False
84179,84179,2280,fr,0.71,Designation,fr,0.71,,,99,,True
84180,84180,2583,fr,0.99,Designation,fr,0.99,fr,0.99,43,1671.0,False
84181,84181,2462,en,0.99,Designation,en,0.99,,,36,,True
84182,84182,10,fr,0.99,Description,fr,0.71,fr,0.99,62,219.0,False
84183,84183,1920,fr,0.99,Designation,fr,0.99,fr,0.99,68,1008.0,False
84184,84184,1280,de,0.99,Designation,de,0.99,de,0.85,34,33.0,False
84185,84185,1302,fr,0.85,Designation,fr,0.85,,,75,,True
84186,84186,2582,fr,0.99,Designation,fr,0.99,fr,0.99,98,2234.0,False
84187,84187,2705,fr,0.99,Description,fr,0.71,fr,0.99,30,340.0,False
84188,84188,10,en,0.99,Designation,en,0.99,,,139,,True
84189,84189,1160,fr,0.57,Designation,fr,0.57,,,30,,True
84190,84190,1302,fr,0.99,Description,de,0.42,fr,0.99,68,1694.0,False
84191,84191,2403,fr,0.99,Designation,fr,0.99,,,31,,True
84192,84192,2060,en,0.99,Designation,en,0.99,fr,0.99,83,968.0,False
84193,84193,1300,fr,0.99,Designation,fr,0.99,en,0.99,107,828.0,False
84194,84194,2583,fr,0.99,Designation,fr,0.99,fr,0.99,36,457.0,False
84195,84195,1280,fr,0.99,Designation,fr,0.99,fr,0.99,101,809.0,False
84196,84196,2705,fr,0.99,Designation,fr,0.99,fr,0.99,23,615.0,False
84197,84197,1140,en,0.99,Designation,en,0.99,,,53,,True
84198,84198,2403,fr,0.99,Designation,fr,0.99,,,61,,True
84199,84199,1302,fr,0.99,Description,fr,0.85,fr,0.99,68,904.0,False
84200,84200,2522,en,0.99,Description,fr,0.85,en,0.99,94,351.0,False
84201,84201,1920,ro,0.99,Designation,ro,0.99,fr,0.99,48,253.0,False
84202,84202,2060,fr,0.99,Description,fr,0.85,fr,0.99,92,1044.0,False
84203,84203,1300,fr,0.99,Designation,fr,0.99,fr,0.99,86,721.0,False
84204,84204,2280,en,0.99,Designation,en,0.99,,,148,,True
84205,84205,1300,fr,0.99,Designation,fr,0.99,fr,0.99,37,674.0,False
84206,84206,1140,en,0.71,Designation,en,0.71,,,56,,True
84207,84207,2583,pt,0.99,Designation,pt,0.99,en,0.99,55,32.0,False
84208,84208,2583,fr,0.99,Description,fr,0.71,fr,0.99,42,2826.0,False
84209,84209,10,fr,0.99,Designation,fr,0.99,,,36,,True
84210,84210,50,fr,0.99,Designation,fr,0.99,,,37,,True
84211,84211,1302,en,0.99,Designation,en,0.99,,,25,,True
84212,84212,1560,fr,0.99,Description,en,0.71,fr,0.99,84,1269.0,False
84213,84213,2403,fr,0.99,Designation,fr,0.99,,,47,,True
84214,84214,1280,en,0.99,Designation,en,0.99,en,0.99,79,400.0,False
84215,84215,2583,fr,0.99,Designation,fr,0.99,fr,0.99,51,864.0,False
84216,84216,2280,fr,0.99,Designation,fr,0.99,,,250,,True
84217,84217,1160,fr,0.57,Designation,fr,0.57,,,63,,True
84218,84218,2585,fr,0.99,Designation,fr,0.99,fr,0.99,35,529.0,False
84219,84219,2583,fr,0.99,Designation,fr,0.99,fr,0.99,96,612.0,False
84220,84220,1300,fr,0.99,Description,fr,0.85,fr,0.99,104,913.0,False
84221,84221,2583,fr,0.99,Description,fr,0.85,fr,0.99,37,454.0,False
84222,84222,1560,fr,0.99,Description,en,0.57,fr,0.99,121,1032.0,False
84223,84223,2583,fr,0.99,Designation,fr,0.99,fr,0.99,60,1314.0,False
84224,84224,2583,fr,0.99,Description,no,0.71,fr,0.99,35,147.0,False
84225,84225,1320,nl,0.57,Designation,nl,0.57,,,51,,True
84226,84226,1300,fr,0.99,Designation,fr,0.99,fr,0.99,100,398.0,False
84227,84227,2583,en,0.57,Designation,en,0.57,,,51,,True
84228,84228,2462,de,0.99,Designation,de,0.99,,,31,,True
84229,84229,2583,fr,0.99,Description,fr,0.85,fr,0.99,88,2122.0,False
84230,84230,1281,fr,0.99,Description,fr,0.71,fr,0.99,91,2023.0,False
84231,84231,1920,fr,0.99,Description,fr,0.71,fr,0.99,72,534.0,False
84232,84232,2060,en,0.99,Designation,en,0.99,fr,0.99,85,2188.0,False
84233,84233,2905,fr,0.99,Designation,fr,0.99,fr,0.99,38,1489.0,False
84234,84234,2583,fr,0.99,Description,fr,0.85,fr,0.99,70,1118.0,False
84235,84235,1302,fr,0.99,Description,fr,0.57,fr,0.99,92,583.0,False
84236,84236,2705,fr,0.99,Designation,fr,0.99,,,36,,True
84237,84237,2705,de,0.99,Designation,de,0.99,,,18,,True
84238,84238,1280,fr,0.99,Designation,fr,0.99,fr,0.99,45,45.0,False
84239,84239,40,vi,0.57,Designation,vi,0.57,,,14,,True
84240,84240,2403,tr,0.99,Designation,tr,0.99,,,55,,True
84241,84241,1140,en,0.85,Designation,en,0.85,,,50,,True
84242,84242,50,fr,0.85,Designation,fr,0.85,,,50,,True
84243,84243,1140,en,0.99,Designation,en,0.99,fr,0.99,49,110.0,False
84244,84244,50,fr,0.99,Description,en,0.57,fr,0.99,81,867.0,False
84245,84245,1560,fr,0.99,Designation,fr,0.99,fr,0.99,85,990.0,False
84246,84246,50,en,0.99,Designation,en,0.99,,,66,,True
84247,84247,2060,fr,0.99,Designation,fr,0.99,fr,0.99,118,595.0,False
84248,84248,2522,fr,0.99,Description,en,0.85,fr,0.99,51,186.0,False
84249,84249,1160,it,0.71,Designation,it,0.71,,,54,,True
84250,84250,1302,fr,0.99,Designation,fr,0.99,fr,0.99,107,375.0,False
84251,84251,2522,en,0.99,Designation,en,0.99,fr,0.99,56,223.0,False
84252,84252,1160,fr,0.99,Designation,fr,0.99,,,71,,True
84253,84253,2583,fr,0.99,Designation,fr,0.99,fr,0.99,89,1026.0,False
84254,84254,10,en,0.99,Designation,en,0.99,,,41,,True
84255,84255,2403,fr,0.44,Designation,fr,0.44,,,66,,True
84256,84256,2060,fr,0.99,Designation,fr,0.99,fr,0.99,82,674.0,False
84257,84257,1160,fr,0.71,Designation,fr,0.71,,,77,,True
84258,84258,1301,fr,0.99,Designation,fr,0.99,fr,0.99,51,1152.0,False
84259,84259,1160,fr,0.99,Designation,fr,0.99,,,56,,True
84260,84260,1160,fr,0.71,Designation,fr,0.71,,,50,,True
84261,84261,2582,fr,0.99,Description,fr,0.85,fr,0.99,47,507.0,False
84262,84262,2522,fr,0.85,Designation,fr,0.85,,,75,,True
84263,84263,2060,fr,0.99,Description,fr,0.57,fr,0.99,94,474.0,False
84264,84264,2060,fr,0.99,Description,fr,0.85,fr,0.99,81,891.0,False
84265,84265,2280,fr,0.99,Designation,fr,0.99,,,220,,True
84266,84266,10,de,0.99,Designation,de,0.99,,,143,,True
84267,84267,2583,fr,0.99,Designation,fr,0.99,fr,0.99,64,1267.0,False
84268,84268,2583,fr,0.99,Designation,fr,0.99,fr,0.99,80,121.0,False
84269,84269,10,de,0.71,Designation,de,0.71,,,51,,True
84270,84270,2280,fr,0.99,Designation,fr,0.99,,,25,,True
84271,84271,1320,fr,0.99,Designation,fr,0.99,fr,0.99,117,3361.0,False
84272,84272,1920,fr,0.99,Designation,fr,0.99,fr,0.99,90,1407.0,False
84273,84273,2583,fr,0.99,Designation,fr,0.99,fr,0.99,68,1824.0,False
84274,84274,1940,ro,0.59,Designation,ro,0.59,fr,0.85,54,114.0,False
84275,84275,2403,fr,0.99,Designation,fr,0.99,,,29,,True
84276,84276,50,de,0.42,Designation,de,0.42,,,39,,True
84277,84277,1300,fr,0.99,Designation,fr,0.99,fr,0.99,111,838.0,False
84278,84278,1140,et,0.57,Designation,et,0.57,,,47,,True
84279,84279,1300,fr,0.99,Designation,fr,0.99,,,80,,True
84280,84280,2280,fr,0.99,Designation,fr,0.99,,,158,,True
84281,84281,2403,fr,0.99,Designation,fr,0.99,,,49,,True
84282,84282,2582,en,0.99,Designation,en,0.99,en,0.99,71,372.0,False
84283,84283,2522,fr,0.99,Designation,fr,0.99,fr,0.99,89,240.0,False
84284,84284,2403,de,0.85,Designation,de,0.85,,,119,,True
84285,84285,1160,fr,0.99,Designation,fr,0.99,,,55,,True
84286,84286,2582,fr,0.99,Designation,fr,0.99,fr,0.99,41,219.0,False
84287,84287,1160,fr,0.99,Designation,fr,0.99,fr,0.99,75,75.0,False
84288,84288,1140,en,0.99,Designation,en,0.99,fr,0.99,46,267.0,False
84289,84289,1920,fr,0.99,Description,de,0.57,fr,0.99,80,574.0,False
84290,84290,1280,en,0.99,Designation,en,0.99,,,39,,True
84291,84291,1302,fr,0.99,Description,ca,0.69,fr,0.99,44,1303.0,False
84292,84292,10,fr,0.71,Designation,fr,0.71,,,51,,True
84293,84293,2522,en,0.99,Designation,en,0.99,en,0.99,84,357.0,False
84294,84294,1280,fr,0.99,Description,fr,0.85,fr,0.99,122,1104.0,False
84295,84295,2583,fr,0.99,Designation,fr,0.99,fr,0.99,65,1439.0,False
84296,84296,1320,de,0.85,Designation,de,0.85,,,26,,True
84297,84297,1940,fr,0.99,Description,de,0.71,fr,0.99,61,285.0,False
84298,84298,1300,en,0.99,Designation,en,0.99,,,101,,True
84299,84299,50,fr,0.99,Description,de,0.42,fr,0.99,62,2423.0,False
84300,84300,1160,en,0.99,Designation,en,0.99,,,79,,True
84301,84301,2522,fr,0.99,Description,fr,0.85,fr,0.99,78,531.0,False
84302,84302,1920,fr,0.99,Designation,fr,0.99,fr,0.99,64,934.0,False
84303,84303,2583,fr,0.99,Designation,fr,0.99,fr,0.99,64,1086.0,False
84304,84304,2585,en,0.99,Designation,en,0.99,en,0.99,22,165.0,False
84305,84305,1320,fr,0.99,Description,de,0.42,fr,0.99,37,294.0,False
84306,84306,2583,fr,0.99,Description,fr,0.85,fr,0.99,52,766.0,False
84307,84307,2705,fr,0.99,Designation,fr,0.99,fr,0.99,26,331.0,False
84308,84308,1920,fr,0.99,Description,fr,0.71,fr,0.99,56,591.0,False
84309,84309,2522,nl,0.68,Designation,nl,0.68,,,74,,True
84310,84310,2585,fr,0.99,Description,fr,0.42,fr,0.99,56,298.0,False
84311,84311,1560,fr,0.99,Description,fr,0.85,fr,0.99,94,930.0,False
84312,84312,40,fr,0.99,Designation,fr,0.99,,,23,,True
84313,84313,2522,fr,0.99,Designation,fr,0.99,fr,0.99,58,443.0,False
84314,84314,40,en,0.85,Designation,en,0.85,,,40,,True
84315,84315,2403,fr,0.99,Designation,fr,0.99,,,61,,True
84316,84316,2705,fr,0.99,Designation,fr,0.99,fr,0.99,25,733.0,False
84317,84317,40,en,0.99,Designation,en,0.99,,,31,,True
84318,84318,1920,fr,0.99,Designation,fr,0.99,fr,0.99,98,470.0,False
84319,84319,2220,fr,0.99,Description,fr,0.71,fr,0.99,104,1160.0,False
84320,84320,2060,fr,0.99,Description,fr,0.71,fr,0.99,90,1122.0,False
84321,84321,1940,fr,0.99,Designation,fr,0.99,fr,0.99,83,880.0,False
84322,84322,2705,fr,0.99,Description,de,0.57,fr,0.99,31,1406.0,False
84323,84323,1280,fr,0.71,Designation,fr,0.71,,,49,,True
84324,84324,2522,fr,0.99,Description,fr,0.71,fr,0.99,139,221.0,False
84325,84325,2583,fr,0.99,Designation,fr,0.99,,,42,,True
84326,84326,2462,fr,0.99,Designation,fr,0.99,,,33,,True
84327,84327,1320,en,0.99,Designation,en,0.99,fr,0.99,42,289.0,False
84328,84328,1280,fr,0.99,Description,de,0.85,fr,0.99,129,880.0,False
84329,84329,2462,en,0.99,Designation,en,0.99,,,36,,True
84330,84330,1300,fr,0.99,Designation,fr,0.99,fr,0.99,121,67.0,False
84331,84331,1140,en,0.99,Designation,en,0.99,en,0.99,22,230.0,False
84332,84332,40,en,0.99,Designation,en,0.99,,,23,,True
84333,84333,2403,fr,0.99,Designation,fr,0.99,,,57,,True
84334,84334,1160,de,0.99,Designation,de,0.99,,,45,,True
84335,84335,2583,fr,0.99,Description,fr,0.57,fr,0.99,73,982.0,False
84336,84336,1160,de,0.85,Designation,de,0.85,,,59,,True
84337,84337,2583,fr,0.99,Designation,fr,0.99,fr,0.99,55,138.0,False
84338,84338,1300,fr,0.99,Designation,fr,0.99,fr,0.99,108,594.0,False
84339,84339,1280,en,0.99,Designation,en,0.99,,,60,,True
84340,84340,1160,de,0.57,Designation,de,0.57,,,37,,True
84341,84341,50,en,0.99,Designation,en,0.99,fr,0.99,117,1521.0,False
84342,84342,1300,fr,0.99,Description,en,0.71,fr,0.99,118,85.0,False
84343,84343,2462,en,0.99,Designation,en,0.99,,,21,,True
84344,84344,1281,fr,0.99,Description,en,0.85,fr,0.99,41,421.0,False
84345,84345,2403,fr,0.99,Designation,fr,0.99,,,51,,True
84346,84346,2060,fr,0.99,Designation,fr,0.99,fr,0.99,103,922.0,False
84347,84347,2522,fr,0.99,Designation,fr,0.99,fr,0.99,74,125.0,False
84348,84348,2582,fr,0.99,Description,fr,0.85,fr,0.99,77,129.0,False
84349,84349,2583,fr,0.99,Designation,fr,0.99,fr,0.99,56,259.0,False
84350,84350,1140,en,0.99,Designation,en,0.99,,,26,,True
84351,84351,1300,fr,0.99,Designation,fr,0.99,fr,0.99,95,454.0,False
84352,84352,2522,fr,0.99,Designation,fr,0.99,fr,0.99,97,827.0,False
84353,84353,2220,fr,0.99,Designation,fr,0.99,fr,0.99,126,638.0,False
84354,84354,2583,fr,0.99,Designation,fr,0.99,fr,0.99,75,911.0,False
84355,84355,1320,ro,0.85,Designation,ro,0.85,,,23,,True
84356,84356,1560,fr,0.99,Description,ca,0.57,fr,0.99,42,918.0,False
84357,84357,1140,en,0.99,Designation,en,0.99,,,73,,True
84358,84358,1140,de,0.85,Designation,de,0.85,en,0.85,63,135.0,False
84359,84359,1140,en,0.99,Designation,en,0.99,fr,0.99,74,159.0,False
84360,84360,2462,fr,0.77,Designation,fr,0.77,,,54,,True
84361,84361,1280,de,0.71,Designation,de,0.71,en,0.71,77,173.0,False
84362,84362,1320,fr,0.99,Designation,fr,0.99,fr,0.99,80,1095.0,False
84363,84363,2583,en,0.71,Designation,en,0.71,,,55,,True
84364,84364,1920,en,0.99,Designation,en,0.99,fr,0.99,64,848.0,False
84365,84365,10,fr,0.99,Designation,fr,0.99,,,76,,True
84366,84366,1320,de,0.57,Designation,de,0.57,,,54,,True
84367,84367,1281,fr,0.57,Designation,fr,0.57,,,40,,True
84368,84368,2280,en,0.85,Designation,en,0.85,,,99,,True
84369,84369,2522,fr,0.99,Designation,fr,0.99,fr,0.99,71,59.0,False
84370,84370,2522,fr,0.99,Designation,fr,0.99,fr,0.99,112,220.0,False
84371,84371,10,en,0.99,Designation,en,0.99,,,24,,True
84372,84372,2403,fr,0.99,Designation,fr,0.99,,,63,,True
84373,84373,2583,fr,0.99,Designation,fr,0.99,fr,0.99,71,1624.0,False
84374,84374,2280,fr,0.99,Designation,fr,0.99,,,249,,True
84375,84375,2583,fr,0.99,Designation,fr,0.99,fr,0.99,62,132.0,False
84376,84376,2462,pl,0.85,Designation,pl,0.85,,,20,,True
84377,84377,10,en,0.99,Designation,en,0.99,,,27,,True
84378,84378,2583,fr,0.99,Designation,fr,0.99,fr,0.99,87,681.0,False
84379,84379,1302,fr,0.99,Description,de,0.71,fr,0.99,100,641.0,False
84380,84380,1920,en,0.99,Designation,en,0.99,fr,0.99,85,456.0,False
84381,84381,1300,fr,0.99,Designation,fr,0.99,fr,0.99,102,378.0,False
84382,84382,1280,fr,0.99,Designation,fr,0.99,fr,0.99,110,619.0,False
84383,84383,1302,fr,0.99,Designation,fr,0.99,fr,0.99,61,2942.0,False
84384,84384,1160,en,0.56,Designation,en,0.56,,,47,,True
84385,84385,2583,fr,0.99,Description,fr,0.71,fr,0.99,53,1016.0,False
84386,84386,2585,fr,0.99,Designation,fr,0.99,fr,0.99,92,1343.0,False
84387,84387,1300,ca,0.99,Designation,ca,0.99,,,51,,True
84388,84388,1920,fr,0.99,Designation,fr,0.99,fr,0.99,90,567.0,False
84389,84389,2582,en,0.99,Designation,en,0.99,en,0.99,79,937.0,False
84390,84390,1280,fr,0.99,Description,nl,0.85,fr,0.99,95,2733.0,False
84391,84391,2403,fr,0.99,Designation,fr,0.99,,,87,,True
84392,84392,10,de,0.99,Designation,de,0.99,,,21,,True
84393,84393,1281,fr,0.99,Designation,fr,0.99,fr,0.99,38,420.0,False
84394,84394,1300,fr,0.99,Designation,fr,0.99,fr,0.99,111,890.0,False
84395,84395,1280,en,0.99,Designation,en,0.99,,,79,,True
84396,84396,2522,en,0.99,Designation,en,0.99,fr,0.99,80,1006.0,False
84397,84397,50,es,0.99,Description,fr,0.57,es,0.99,36,30.0,False
84398,84398,1280,en,0.99,Designation,en,0.99,en,0.99,79,87.0,False
84399,84399,2582,fr,0.99,Designation,fr,0.99,fr,0.99,111,574.0,False
84400,84400,1560,en,0.99,Designation,en,0.99,en,0.99,75,648.0,False
84401,84401,1280,fr,0.99,Description,fr,0.71,fr,0.99,83,1333.0,False
84402,84402,2522,fr,0.99,Designation,fr,0.99,fr,0.99,48,279.0,False
84403,84403,60,fr,0.99,Designation,fr,0.99,fr,0.99,133,266.0,False
84404,84404,2583,fr,0.99,Designation,fr,0.99,fr,0.99,50,818.0,False
84405,84405,2583,fr,0.99,Description,fr,0.85,fr,0.99,30,101.0,False
84406,84406,2403,de,0.85,Designation,de,0.85,,,60,,True
84407,84407,1280,fr,0.57,Designation,fr,0.57,,,49,,True
84408,84408,10,en,0.99,Designation,en,0.99,,,48,,True
84409,84409,2585,fr,0.99,Designation,fr,0.99,fr,0.99,61,1164.0,False
84410,84410,1281,fr,0.99,Description,en,0.85,fr,0.99,66,2078.0,False
84411,84411,2585,fr,0.99,Designation,fr,0.99,,,48,,True
84412,84412,2522,fr,0.99,Designation,fr,0.99,fr,0.99,125,218.0,False
84413,84413,2280,fr,0.99,Designation,fr,0.99,,,193,,True
84414,84414,1560,fr,0.99,Designation,fr,0.99,fr,0.99,34,705.0,False
84415,84415,2583,fr,0.99,Designation,fr,0.99,fr,0.99,50,547.0,False
84416,84416,2583,fr,0.99,Description,it,0.57,fr,0.99,34,516.0,False
84417,84417,2280,fr,0.99,Designation,fr,0.99,,,56,,True
84418,84418,1140,fr,0.99,Designation,fr,0.99,fr,0.99,44,135.0,False
84419,84419,2462,en,0.99,Designation,en,0.99,,,72,,True
84420,84420,2583,fr,0.99,Designation,fr,0.99,fr,0.99,83,1984.0,False
84421,84421,1281,en,0.99,Designation,en,0.99,en,0.99,89,229.0,False
84422,84422,40,fr,0.85,Designation,fr,0.85,,,32,,True
84423,84423,1560,fr,0.99,Description,en,0.85,fr,0.99,64,959.0,False
84424,84424,2522,fr,0.99,Designation,fr,0.99,fr,0.99,134,218.0,False
84425,84425,40,ca,0.99,Designation,ca,0.99,,,74,,True
84426,84426,2583,fr,0.99,Designation,fr,0.99,fr,0.99,44,326.0,False
84427,84427,2060,fr,0.99,Designation,fr,0.99,,,81,,True
84428,84428,2060,fr,0.99,Designation,fr,0.99,fr,0.99,108,850.0,False
84429,84429,1280,fr,0.99,Description,fr,0.57,fr,0.99,48,12.0,False
84430,84430,1160,en,0.71,Designation,en,0.71,,,74,,True
84431,84431,1940,fr,0.99,Description,ro,0.42,fr,0.99,75,47.0,False
84432,84432,1560,fr,0.99,Designation,fr,0.99,fr,0.99,111,795.0,False
84433,84433,1280,fr,0.99,Designation,fr,0.99,en,0.99,103,725.0,False
84434,84434,2280,fr,0.85,Designation,fr,0.85,,,65,,True
84435,84435,1300,id,0.42,Designation,id,0.42,,,48,,True
84436,84436,10,fr,0.99,Designation,fr,0.99,,,82,,True
84437,84437,60,en,0.99,Designation,en,0.99,en,0.85,20,53.0,False
84438,84438,2583,fr,0.99,Designation,fr,0.99,,,43,,True
84439,84439,2060,fr,0.99,Designation,fr,0.99,fr,0.99,103,1008.0,False
84440,84440,2403,fr,0.71,Designation,fr,0.71,,,61,,True
84441,84441,1320,fr,0.99,Designation,fr,0.99,,,58,,True
84442,84442,1160,en,0.57,Designation,en,0.57,,,44,,True
84443,84443,2583,fr,0.99,Designation,fr,0.99,fr,0.99,54,210.0,False
84444,84444,1180,sk,0.42,Designation,sk,0.42,,,19,,True
84445,84445,1281,it,0.57,Designation,it,0.57,,,51,,True
84446,84446,2522,en,0.85,Designation,en,0.85,,,40,,True
84447,84447,2705,fr,0.99,Designation,fr,0.99,fr,0.99,34,224.0,False
84448,84448,2582,en,0.99,Designation,en,0.99,en,0.99,83,807.0,False
84449,84449,2583,fr,0.99,Description,en,0.85,fr,0.99,49,198.0,False
84450,84450,2522,en,0.99,Description,sv,0.71,en,0.99,39,1264.0,False
84451,84451,1140,en,0.99,Designation,en,0.99,,,61,,True
84452,84452,1160,fr,0.99,Designation,fr,0.99,,,46,,True
84453,84453,10,fr,0.99,Designation,fr,0.99,,,73,,True
84454,84454,1560,fr,0.99,Designation,fr,0.99,fr,0.99,91,572.0,False
84455,84455,1140,en,0.99,Designation,en,0.99,,,44,,True
84456,84456,1940,de,0.42,Designation,de,0.42,nl,0.57,50,118.0,False
84457,84457,2705,fr,0.99,Designation,fr,0.99,fr,0.99,22,311.0,False
84458,84458,1920,fr,0.99,Designation,fr,0.99,fr,0.99,72,2399.0,False
84459,84459,1320,en,0.99,Designation,en,0.99,,,31,,True
84460,84460,60,en,0.99,Designation,en,0.99,fr,0.99,85,3616.0,False
84461,84461,2583,fr,0.99,Designation,fr,0.99,fr,0.99,49,716.0,False
84462,84462,2060,fr,0.99,Designation,fr,0.99,fr,0.99,85,457.0,False
84463,84463,1320,fr,0.99,Description,de,0.71,fr,0.99,50,60.0,False
84464,84464,40,it,0.99,Designation,it,0.99,,,26,,True
84465,84465,1940,it,0.99,Designation,it,0.99,fr,0.99,64,140.0,False
84466,84466,1920,fr,0.99,Designation,fr,0.99,fr,0.99,114,252.0,False
84467,84467,1560,fr,0.99,Description,fr,0.57,fr,0.99,83,1214.0,False
84468,84468,2060,fr,0.99,Description,en,0.85,fr,0.99,99,847.0,False
84469,84469,2583,fr,0.99,Description,fr,0.85,fr,0.99,81,1679.0,False
84470,84470,2403,fr,0.71,Designation,fr,0.71,,,33,,True
84471,84471,10,en,0.99,Designation,en,0.99,,,59,,True
84472,84472,10,de,0.99,Designation,de,0.99,,,26,,True
84473,84473,2583,fr,0.71,Designation,fr,0.71,id,0.57,64,15.0,False
84474,84474,2583,fr,0.99,Designation,fr,0.99,fr,0.99,54,886.0,False
84475,84475,1281,fr,0.99,Designation,fr,0.99,,,30,,True
84476,84476,1280,fr,0.99,Designation,fr,0.99,,,93,,True
84477,84477,10,fr,0.99,Designation,fr,0.99,,,83,,True
84478,84478,1140,en,0.99,Designation,en,0.99,,,75,,True
84479,84479,2583,fr,0.99,Description,ca,0.71,fr,0.99,63,1405.0,False
84480,84480,1160,en,0.85,Designation,en,0.85,,,24,,True
84481,84481,1280,fr,0.99,Designation,fr,0.99,,,50,,True
84482,84482,1300,fr,0.99,Designation,fr,0.99,fr,0.99,85,652.0,False
84483,84483,1920,fr,0.99,Description,en,0.42,fr,0.99,74,558.0,False
84484,84484,2060,fr,0.99,Designation,fr,0.99,fr,0.99,85,1796.0,False
84485,84485,2583,fr,0.99,Designation,fr,0.99,fr,0.99,101,4596.0,False
84486,84486,2280,fr,0.99,Designation,fr,0.99,,,107,,True
84487,84487,2522,ca,0.99,Designation,ca,0.99,,,39,,True
84488,84488,1920,fr,0.99,Description,en,0.57,fr,0.99,70,552.0,False
84489,84489,2585,fr,0.99,Designation,fr,0.99,fr,0.99,87,598.0,False
84490,84490,10,fr,0.99,Designation,fr,0.99,,,38,,True
84491,84491,2060,en,0.99,Designation,en,0.99,fr,0.99,90,2768.0,False
84492,84492,2403,fr,0.99,Designation,fr,0.99,,,59,,True
84493,84493,50,fr,0.99,Description,fr,0.85,fr,0.99,99,1146.0,False
84494,84494,50,en,0.99,Designation,en,0.99,,,37,,True
84495,84495,1160,fr,0.99,Designation,fr,0.99,,,48,,True
84496,84496,2522,fr,0.99,Designation,fr,0.99,fr,0.99,74,52.0,False
84497,84497,1280,fr,0.99,Description,sv,0.85,fr,0.99,51,229.0,False
84498,84498,2403,pt,0.99,Designation,pt,0.99,,,47,,True
84499,84499,2522,fr,0.99,Designation,fr,0.99,en,0.99,152,238.0,False
84500,84500,2582,fr,0.99,Designation,fr,0.99,fr,0.99,49,1531.0,False
84501,84501,2905,fr,0.99,Designation,fr,0.99,fr,0.99,53,2535.0,False
84502,84502,1281,fr,0.99,Designation,fr,0.99,,,35,,True
84503,84503,2705,fr,0.99,Designation,fr,0.99,,,32,,True
84504,84504,2705,fr,0.99,Designation,fr,0.99,,,34,,True
84505,84505,1280,fr,0.99,Description,fr,0.85,fr,0.99,71,110.0,False
84506,84506,2582,fr,0.99,Description,fr,0.57,fr,0.99,52,809.0,False
84507,84507,1920,fr,0.99,Description,en,0.85,fr,0.99,85,652.0,False
84508,84508,2583,es,0.99,Designation,es,0.99,fr,0.99,37,168.0,False
84509,84509,2582,fr,0.99,Designation,fr,0.99,fr,0.99,34,504.0,False
84510,84510,1320,nl,0.71,Designation,nl,0.71,,,34,,True
84511,84511,2583,es,0.99,Designation,es,0.99,fr,0.99,35,1948.0,False
84512,84512,2522,fr,0.99,Designation,fr,0.99,fr,0.99,78,485.0,False
84513,84513,2583,fr,0.99,Description,fr,0.71,fr,0.99,60,2662.0,False
84514,84514,2060,fr,0.99,Designation,fr,0.99,fr,0.99,82,683.0,False
84515,84515,2585,en,0.99,Designation,en,0.99,fr,0.99,89,537.0,False
84516,84516,2522,fr,0.99,Description,fr,0.85,fr,0.99,76,159.0,False
84517,84517,1281,en,0.99,Designation,en,0.99,,,34,,True
84518,84518,2462,fr,0.71,Designation,fr,0.71,,,117,,True
84519,84519,2583,fr,0.99,Description,en,0.85,fr,0.99,36,828.0,False
84520,84520,1280,en,0.99,Description,en,0.85,en,0.99,50,116.0,False
84521,84521,2522,fr,0.99,Designation,fr,0.99,,,39,,True
84522,84522,1301,fr,0.99,Designation,fr,0.99,fr,0.99,39,80.0,False
84523,84523,1560,fr,0.99,Designation,fr,0.99,fr,0.99,41,826.0,False
84524,84524,1300,fr,0.99,Designation,fr,0.99,fr,0.99,101,772.0,False
84525,84525,1280,fr,0.99,Designation,fr,0.99,,,165,,True
84526,84526,2582,fr,0.99,Designation,fr,0.99,fr,0.99,106,103.0,False
84527,84527,2583,fr,0.99,Description,en,0.85,fr,0.99,63,1185.0,False
84528,84528,1320,fr,0.99,Designation,fr,0.99,fr,0.99,100,390.0,False
84529,84529,2060,fr,0.99,Designation,fr,0.99,,,45,,True
84530,84530,2462,fr,0.71,Designation,fr,0.71,,,50,,True
84531,84531,2403,it,0.99,Designation,it,0.99,,,117,,True
84532,84532,2280,en,0.85,Designation,en,0.85,,,177,,True
84533,84533,2585,de,0.99,Designation,de,0.99,fr,0.99,42,463.0,False
84534,84534,2280,fr,0.99,Designation,fr,0.99,,,29,,True
84535,84535,1920,en,0.99,Designation,en,0.99,fr,0.99,112,298.0,False
84536,84536,2585,fr,0.99,Designation,fr,0.99,fr,0.99,72,458.0,False
84537,84537,1180,ro,0.85,Designation,ro,0.85,,,34,,True
84538,84538,1320,en,0.85,Designation,en,0.85,en,0.71,50,50.0,False
